Level	System	Item	Count
7	Severian's Star	class III deflector	0.03
7	Severian's Star	plasma shield generator	0.07
7	Severian's Star	Trenton field generator	0.02
7	Severian's Star	helium³ fuel rod	34.69
7	Severian's Star	carbon-weaver nanos	0.01
7	Severian's Star	degenerating nanos	0.05
7	Severian's Star	organic acid	0.18
7	Severian's Star	reflective armor coating	0.08
7	Severian's Star	regenerating nanos	0.06
7	Severian's Star	repairing nanos	0.04
7	Severian's Star	armor repair paste	0.08
7	Severian's Star	defective visual display ROM	0.06
7	Severian's Star	shield enhancement ROM	0.06
7	Severian's Star	autopilot ROM	0.01
7	Severian's Star	system map ROM	0.08
7	Severian's Star	tritium propulsion upgrade	0.01
7	Severian's Star	Titan 440 fusion drive	0.12
7	Severian's Star	ceramic armor	0.23
7	Severian's Star	diamond lattice armor	0.78
7	Severian's Star	polymesh armor	0.03
7	Severian's Star	Tempus syrette	5.12
7	Severian's Star	bootleg Star Wars 3DV	0.15
7	Severian's Star	Martian nori	4.40
7	Severian's Star	laudanum ampule	2.42
7	Severian's Star	titanium armor	0.04
7	Severian's Star	fragmentation missile	38.79
7	Severian's Star	targeting program ROM	0.02
7	Severian's Star	light plasteel armor	0.17
7	Severian's Star	SmartCannon round	10.38
7	Severian's Star	Bolide laser blaster	0.05
7	Severian's Star	DK10 Arbalest cannon	0.05
7	Severian's Star	cannon accelerator	0.01
7	Severian's Star	heavy titanium armor	0.11
7	Severian's Star	turbolaser cannon	0.03
7	Severian's Star	dual particle beam weapon	0.25
7	Severian's Star	Dragonfly missile system	0.05
7	Severian's Star	Dragonfly missile cartridge	29.62
7	Severian's Star	XMH armor	0.02
7	Severian's Star	Flenser relativistic cannon	0.01
7	Severian's Star	polyceramic armor	0.28
7	Severian's Star	Tevlar-composite armor	0.20
7	Severian's Star	small armor patch	0.08
7	Severian's Star	large armor patch	0.14
7	Severian's Star	MAG launcher	0.02
7	Severian's Star	400 Hexagene MAG	3.80
7	Severian's Star	600 Hexagene MAG	10.10
7	Severian's Star	800F Hexagene MAG	51.35
7	Severian's Star	ZG24 Cluster MAG	18.94
7	Severian's Star	3K Siege MAG	0.63
7	Severian's Star	high-flux MAG	0.74
7	Severian's Star	dual turbolaser cannon	0.01
7	Severian's Star	dual Flenser cannon	0.07
7	Severian's Star	EMP cannon	0.06
7	Severian's Star	cargo hold expansion	0.01
7	Severian's Star	advanced reactive armor	0.02
7	Severian's Star	hardened plasteel armor	0.39
7	Severian's Star	solar armor	0.07
7	Severian's Star	superconducting shield generator	0.10
7	Severian's Star	superconducting coil	20.72
7	Severian's Star	smuggler's cargo hold	0.03
7	Severian's Star	heavy recoilless cannon	0.05
7	Severian's Star	double titanium barricade	0.10
7	Severian's Star	grade B grains	0.24
7	Severian's Star	white rice	0.11
7	Severian's Star	Stimuzine muscle-enhancers	0.04
7	Severian's Star	cask of Venusian Hellas rum	0.07
7	Severian's Star	frozen beef cylinders	0.04
7	Severian's Star	Charles River sparkling water	0.03
7	Severian's Star	grade A grains	0.12
7	Severian's Star	frozen synthetic chicken	0.21
7	Severian's Star	Red Nebula beer	0.19
7	Severian's Star	Eridani mineral water	0.12
7	Severian's Star	Australian Chardonnay	0.02
7	Severian's Star	Europan Ice vodka	2.58
7	Severian's Star	frozen megathere meat	0.03
7	Severian's Star	neolinen business suit	0.02
7	Severian's Star	palladium ore	0.18
7	Severian's Star	Centauri rice	0.27
7	Severian's Star	Kobe spring water	0.16
7	Severian's Star	Bombay Sapphire gin	0.01
7	Severian's Star	California Cabernet Sauvignon	0.24
7	Severian's Star	Terran eggs	0.79
7	Severian's Star	dried Europan ice moss	10.86
7	Severian's Star	tailored silk suit	0.03
7	Severian's Star	Misato sake	1.02
7	Severian's Star	Exile Starport Champagne	0.21
7	Severian's Star	Hennessy cognac	0.03
7	Severian's Star	frozen natural ham	1.15
7	Severian's Star	longzhu sphere	1.63
7	Severian's Star	Qianlong archcannon	0.13
7	Severian's Star	slave coffin	0.02
7	Severian's Star	Humagen heart and lungs prosthesis	0.07
7	Severian's Star	natural periweed	0.51
7	Severian's Star	genuine leather boots	0.21
7	Severian's Star	Rowena's Weapons and Armor: Volume II	0.02
7	Severian's Star	Rowena's Weapons and Armor: Volume III	0.12
7	Severian's Star	titanium barricade	0.09
7	Severian's Star	quad titanium barricade	0.05
7	Severian's Star	helium³ reactor assembly	107.88
7	Severian's Star	pteracnium fuel rod	42.29
7	Severian's Star	weapon enhancement ROM	0.03
7	Severian's Star	Katana star cannon	0.12
7	Severian's Star	TK10 Trident cannon	0.02
7	Severian's Star	hull plate ionizer	0.01
7	Severian's Star	laser cannon array	0.01
7	Severian's Star	slam cannon	0.06
7	Severian's Star	patcher arm	0.01
7	Severian's Star	heavy water	0.30
7	Severian's Star	visual display enhancement ROM	0.05
7	Severian's Star	decon gel	0.02
7	Severian's Star	radioactive waste	0.27
7	Severian's Star	blast plate	0.67
7	Severian's Star	Akan 30 cannon	0.16
7	Severian's Star	Akan 30 cannon shell cartridge	865.96
7	Severian's Star	hardened reactive armor	0.19
7	Severian's Star	DM600 missile rack	0.02
7	Severian's Star	fusion trigger	0.18
7	Severian's Star	Commonwealth military identification chip	0.01
7	Severian's Star	Commonwealth Medal of Distinction	0.05
7	Severian's Star	lancer cannon	0.24
7	Severian's Star	mark I howitzer	0.15
7	Severian's Star	Yoroi S100 shield generator	0.19
7	Severian's Star	Yoroi S500 shield generator	0.07
7	Severian's Star	Yoroi MX shield generator	0.08
7	Severian's Star	Gusoku armor	0.80
7	Severian's Star	sunflare cannon	0.07
7	Severian's Star	blinder cannon	0.02
7	Severian's Star	monopole deflector screen	0.01
7	Severian's Star	Shuriken neutron blaster	0.12
7	Severian's Star	Nandao bolt cannon	0.06
7	Severian's Star	Nandao bolt cartridge	170.01
7	Severian's Star	Akan 600 turret	0.03
7	Severian's Star	Hanzo blaster	0.15
7	Severian's Star	mark III howitzer	0.42
7	Severian's Star	TeV 9 blaster	0.08
7	Severian's Star	light meteorsteel	0.05
7	Severian's Star	heavy meteorsteel	0.14
7	Severian's Star	ICX missile defense turret	0.12
7	Severian's Star	worldship armor plate	0.16
7	Severian's Star	gem of contrition	0.26
7	Severian's Star	Rasiermesser launcher	0.01
7	Severian's Star	Gotha-10 missile	12.15
7	Severian's Star	Gotha-400 seeker	7.86
7	Severian's Star	P120 Hexphase armor	0.14
7	Severian's Star	P210 Hexphase armor	0.02
7	Severian's Star	1M/i battle auton	0.05
7	Severian's Star	transpace jumpdrive	0.12
7	Severian's Star	omnidirectional particle cannon	0.10
7	Severian's Star	AutoSentinel®	0.29
7	Severian's Star	300D defender auton	0.18
7	Severian's Star	1M battle auton	0.10
7	Severian's Star	blue cash card	0.01
7	Severian's Star	gold cash card	0.02
7	Severian's Star	platinum cash card	0.04
7	Severian's Star	defective auton	0.26
7	Severian's Star	hypermycin	4.18
7	Severian's Star	artificial plasma	1.65
7	Severian's Star	rejuv tank fluid	2.92
7	Severian's Star	gem of despair	0.32
7	Severian's Star	optical knowledge array	0.33
7	Severian's Star	plasma torch	0.18
7	Severian's Star	R1 deflector	0.08
7	Severian's Star	R5 deflector	0.02
7	Severian's Star	PK25 Morning Star cannon	0.01
7	Severian's Star	cobalt-thorium ore	0.10
7	Severian's Star	xenotite ore	64.45
7	Severian's Star	chronimium gas	31.00
7	Severian's Star	vessel of boson condensate	0.26
7	Severian's Star	quantum vacuum	0.21
7	Severian's Star	hadron archeolith	0.21
7	Severian's Star	Booster	1.82
7	Severian's Star	gram of unlicensed cancer dust	1.75
7	Severian's Star	Nova-25 reactor	0.04
7	Severian's Star	Nova-100 reactor	0.06
7	Severian's Star	SN2500 reactor	0.02
7	Severian's Star	inertialess drive	0.15
7	Severian's Star	dual TeV 9 blaster	0.02
7	Severian's Star	death cube	0.05
7	Severian's Star	thermo cannon	0.05
7	Severian's Star	thermo cannon shell cartridge	22.95
7	Severian's Star	omnidirectional turbolaser cannon	0.04
7	Severian's Star	omnidirectional TeV 9 blaster	0.02
7	Severian's Star	omnidirectional thermo cannon	0.01
7	Severian's Star	omnidirectional ion blaster	0.01
7	Severian's Star	heavy slam cannon	0.26
7	Severian's Star	Makayev launcher	0.33
7	Severian's Star	White Strelka missile	24.80
7	Severian's Star	Green Strelka missile	21.50
7	Severian's Star	Red Strelka missile	7.05
7	Severian's Star	Black Strelka missile	4.73
7	Severian's Star	Akan 30 ammunition box	0.02
7	Severian's Star	White Strelka ammunition box	0.26
7	Severian's Star	Cluster MAG ammunition box	0.69
7	Severian's Star	thermo cannon ammunition box	0.20
7	Severian's Star	Red Strelka ammunition box	0.10
7	Severian's Star	contaminated ammunition box	0.09
7	Severian's Star	Contraband ammunition box	0.02
7	Severian's Star	booby-trapped ammunition box	0.14
7	Severian's Star	Kytryn launcher	0.13
7	Severian's Star	ion flame cannon	0.01
7	Severian's Star	heavy ion blaster	0.02
7	Severian's Star	tritium cannon	0.10
7	Severian's Star	advanced tritium cannon	0.07
7	Severian's Star	Fusionfire howitzer	0.04
7	Severian's Star	NAMI mine launcher	0.02
7	Severian's Star	CRM100 Fatboy mine	3.75
7	Severian's Star	CRM500 Running Man mine	0.86
7	Severian's Star	advanced plasteel armor	0.12
7	Severian's Star	light orthosteel armor	0.68
7	Severian's Star	orthosteel armor	0.40
7	Severian's Star	heavy orthosteel armor	0.09
7	Severian's Star	ceralloy armor	0.78
7	Severian's Star	heavy ceralloy armor	0.47
7	Severian's Star	advanced ceralloy armor	1.04
7	Severian's Star	quadrocarbide armor	1.23
7	Severian's Star	hexacarbide armor	3.29
7	Severian's Star	octocarbide armor	0.87
7	Severian's Star	light blast plate	0.52
7	Severian's Star	heavy blast plate	0.53
7	Severian's Star	light ithalium armor	0.14
7	Severian's Star	ithalium armor	0.04
7	Severian's Star	ceralloy ore	0.06
7	Severian's Star	orthosteel ore	0.32
7	Severian's Star	ithalium ore	0.63
7	Severian's Star	Nephren P25 shield generator	0.18
7	Severian's Star	Nephren B700 shield generator	0.02
7	Severian's Star	Invincible-class deflector	0.03
7	Severian's Star	ion reflector	0.01
7	Severian's Star	Taikon-10 deflector	0.46
7	Severian's Star	Taikon-200 deflector	0.10
7	Severian's Star	Jotun deflector	0.13
7	Severian's Star	green etherium field crystal	0.14
7	Severian's Star	blue etherium field crystal	0.08
7	Severian's Star	yellow etherium field crystal	0.05
7	Severian's Star	decayed etherium field crystal	0.18
7	Severian's Star	molbidium field crystal	0.31
7	Severian's Star	diamond field crystal	0.02
7	Severian's Star	ShieldPower v3.1.8 algorithm cube	0.06
7	Severian's Star	ShieldPower v1.0 algorithm cube	0.09
7	Severian's Star	ShieldEfficiency v1.2.5 algorithm cube	0.15
7	Severian's Star	particle resistance coating	0.10
7	Severian's Star	anti-radiation coating	0.09
7	Severian's Star	monopole dust	0.18
7	Severian's Star	ion resistance coating	0.60
7	Severian's Star	meteorsteel dust	0.32
7	Severian's Star	dyon dust	0.09
7	Severian's Star	ithalium paste	0.29
7	Severian's Star	orthosteel nanos	0.34
7	Severian's Star	jinn-khan	2.00
7	Severian's Star	Icelandic salmon	0.32
7	Severian's Star	cyanavir	0.05
7	Severian's Star	CDM archive	0.11
7	Severian's Star	Neuros personal media player	0.21
7	Severian's Star	Ringer spice	0.32
7	Severian's Star	cryofrozen prime beef	0.79
7	Severian's Star	digital wrist computer	0.06
7	Severian's Star	portable autodoc	0.10
7	Severian's Star	Bariani olive oil	0.64
7	Severian's Star	tetramite ore	0.94
7	Severian's Star	New Coke	0.42
7	Severian's Star	crystalline uranium	0.03
7	Severian's Star	precision ithalium watch	0.03
7	Severian's Star	jasmine pearl tea	0.46
7	Severian's Star	malachite crystal	0.07
7	Severian's Star	Ringer ambrosia	0.06
7	Severian's Star	hyperonic ore	0.08
7	Severian's Star	etherium ore	0.11
7	Severian's Star	Imperial caviar	0.10
7	Severian's Star	cerusite crystal	0.04
7	Severian's Star	neuranase	0.74
7	Severian's Star	Kytryn blaster	0.05
7	Severian's Star	TM7 multitarget cannon	0.36
7	Severian's Star	TM7 warhead	29.93
7	Severian's Star	IM90 multitarget blaster	0.21
7	Severian's Star	mark V howitzer	0.27
7	Severian's Star	Nova-50 reactor	0.01
7	Severian's Star	Iocrym repeller	0.01
7	Severian's Star	150NX reactor	0.05
7	Severian's Star	xenotite fuel rod	1.20
7	Severian's Star	hadron-vacuum fuel cell	2.25
7	Severian's Star	Mammoth 25MW deflector	0.17
7	Severian's Star	Mammoth 50MW deflector	0.04
7	Severian's Star	Mammoth 100MW deflector	0.02
7	Severian's Star	military map ROM	0.02
7	Severian's Star	Ares Campaign Ribbon	0.05
7	Severian's Star	light Tharsis plate	0.80
7	Severian's Star	heavy Tharsis plate	0.27
7	Severian's Star	Ares micronuke cannon	0.08
7	Severian's Star	Ares micronuke	16.00
7	Severian's Star	Ares archcannon	0.05
7	Severian's Star	Cydonian shield generator	0.03
7	Severian's Star	Ares launcher	0.01
7	Severian's Star	Ares Warhammer nuke	0.10
7	Severian's Star	Iocrym veil	0.14
7	Shenlong	Heliotrope fuel cylinder	0.66
7	Shenlong	Abbasid thanogram	0.01
7	Shenlong	Luminous 7ame algorithm	0.04
7	Shenlong	Luminous 5care algorithm	0.49
7	Shenlong	Luminous armature	0.12
7	Shenlong	ion blaster	0.02
7	Shenlong	Luminous particle shield	0.01
7	Shenlong	Luminous thermo shield	0.02
7	Shenlong	light titanium armor	0.05
7	Shenlong	heavy reactive armor	0.03
7	Shenlong	reactive armor	0.03
7	Shenlong	Duralloy armor	0.42
7	Shenlong	plasteel armor	0.21
7	Shenlong	stealth armor	0.07
7	Shenlong	carbide carapace	0.10
7	Shenlong	heavy plasteel armor	0.47
7	Shenlong	transuranic armor	0.08
7	Shenlong	laser cannon	0.01
7	Shenlong	particle beam weapon	0.03
7	Shenlong	NAMI missile launcher	0.04
7	Shenlong	KM100 Longbow missile	6.91
7	Shenlong	dual laser cannon	0.02
7	Shenlong	dual recoilless cannon	0.01
7	Shenlong	XM300 Reaper missile	0.10
7	Shenlong	KM500 Stiletto missile	8.84
7	Shenlong	x-ray laser cannon	0.02
7	Shenlong	330M mule auton	0.07
7	Shenlong	XM900 Lucifer missile	1.42
7	Shenlong	calligraphy scroll	0.02
7	Shenlong	promethium crystal	0.01
7	Shenlong	310A aegis auton	0.07
7	Shenlong	heavy ceramic armor	0.16
7	Shenlong	kiloton cannon shell	10.11
7	Shenlong	kiloton cannon	0.06
7	Shenlong	Scramble1.5 algorithm cube	0.46
7	Shenlong	Heisenmachines quantum CPU	0.05
7	Shenlong	titanium ore	0.25
7	Shenlong	hydrocarbons	1.80
7	Shenlong	water ice	2.25
7	Shenlong	frozen supplies	1.27
7	Shenlong	plasteel ore	0.09
7	Shenlong	Duralloy ore	0.21
7	Shenlong	medical supplies	0.44
7	Shenlong	pteracnium ore	11.33
7	Shenlong	uranium rod	0.10
7	Shenlong	biofactor paste	0.04
7	Shenlong	roll of hyperfiber	0.16
7	Shenlong	gold ore	0.07
7	Shenlong	platinum ore	0.25
7	Shenlong	human organ	0.59
7	Shenlong	Microsaur™	0.08
7	Shenlong	neutronium ore	0.17
7	Shenlong	omnidirectional laser cannon	0.02
7	Shenlong	class II deflector	0.04
7	Shenlong	class III deflector	0.02
7	Shenlong	plasma shield generator	0.03
7	Shenlong	helium³ fuel rod	18.67
7	Shenlong	mining laser	0.01
7	Shenlong	ablative armor coating	0.03
7	Shenlong	carbon-weaver nanos	0.04
7	Shenlong	degenerating nanos	0.06
7	Shenlong	organic acid	0.09
7	Shenlong	reflective armor coating	0.03
7	Shenlong	regenerating nanos	0.01
7	Shenlong	repairing nanos	0.08
7	Shenlong	armor repair paste	0.12
7	Shenlong	defective visual display ROM	0.02
7	Shenlong	shield enhancement ROM	0.04
7	Shenlong	autopilot ROM	0.03
7	Shenlong	system map ROM	0.01
7	Shenlong	tritium propulsion upgrade	0.01
7	Shenlong	Titan 440 fusion drive	0.12
7	Shenlong	pteracnium megadrive	0.01
7	Shenlong	photo-organic armor	0.01
7	Shenlong	ceramic armor	0.04
7	Shenlong	diamond lattice armor	0.14
7	Shenlong	Tempus syrette	1.40
7	Shenlong	bootleg Star Wars 3DV	0.02
7	Shenlong	Martian nori	1.01
7	Shenlong	laudanum ampule	0.70
7	Shenlong	black market identification chip	0.01
7	Shenlong	fragmentation missile	9.95
7	Shenlong	targeting program ROM	0.03
7	Shenlong	light plasteel armor	0.21
7	Shenlong	Rasiermesser SmartCannon	0.02
7	Shenlong	SmartCannon round	0.74
7	Shenlong	Bolide laser blaster	0.04
7	Shenlong	DK10 Arbalest cannon	0.04
7	Shenlong	cannon accelerator	0.02
7	Shenlong	heavy titanium armor	0.20
7	Shenlong	turbolaser cannon	0.02
7	Shenlong	dual particle beam weapon	0.29
7	Shenlong	Dragonfly missile system	0.02
7	Shenlong	Dragonfly missile cartridge	13.98
7	Shenlong	XMH armor	0.13
7	Shenlong	Solon shield generator	0.03
7	Shenlong	Flenser relativistic cannon	0.01
7	Shenlong	polyceramic armor	0.07
7	Shenlong	Tevlar-composite armor	0.17
7	Shenlong	small armor patch	0.18
7	Shenlong	large armor patch	0.17
7	Shenlong	MAG launcher	0.01
7	Shenlong	400 Hexagene MAG	3.44
7	Shenlong	600 Hexagene MAG	13.04
7	Shenlong	800F Hexagene MAG	21.23
7	Shenlong	ZG24 Cluster MAG	7.41
7	Shenlong	3K Siege MAG	0.64
7	Shenlong	high-flux MAG	0.60
7	Shenlong	dual turbolaser cannon	0.01
7	Shenlong	dual Flenser cannon	0.03
7	Shenlong	EMP cannon	0.01
7	Shenlong	cargo hold expansion	0.01
7	Shenlong	advanced reactive armor	0.17
7	Shenlong	hardened plasteel armor	0.17
7	Shenlong	superconducting shield generator	0.04
7	Shenlong	superconducting coil	21.76
7	Shenlong	smuggler's cargo hold	0.02
7	Shenlong	heavy recoilless cannon	0.03
7	Shenlong	double titanium barricade	0.02
7	Shenlong	grade B grains	0.17
7	Shenlong	cask of Venusian Hellas rum	0.04
7	Shenlong	frozen beef cylinders	0.13
7	Shenlong	Kennebec Salmonite	0.21
7	Shenlong	grade A grains	0.23
7	Shenlong	Martian Merlot	0.02
7	Shenlong	frozen synthetic chicken	0.14
7	Shenlong	Red Nebula beer	0.04
7	Shenlong	Eridani mineral water	0.09
7	Shenlong	photocotton	0.04
7	Shenlong	Australian Chardonnay	0.04
7	Shenlong	Europan Ice vodka	0.83
7	Shenlong	frozen megathere meat	0.35
7	Shenlong	neolinen business suit	0.02
7	Shenlong	palladium ore	0.10
7	Shenlong	Segway antigrav platform	0.03
7	Shenlong	Centauri rice	0.35
7	Shenlong	Kobe spring water	0.02
7	Shenlong	silk	0.03
7	Shenlong	Bombay Sapphire gin	0.03
7	Shenlong	California Cabernet Sauvignon	0.08
7	Shenlong	Terran eggs	0.48
7	Shenlong	dried Europan ice moss	2.79
7	Shenlong	tailored silk suit	0.02
7	Shenlong	Misato sake	0.47
7	Shenlong	Exile Starport Champagne	0.21
7	Shenlong	Hennessy cognac	0.01
7	Shenlong	frozen natural ham	0.53
7	Shenlong	longzhu sphere	0.82
7	Shenlong	Qianlong archcannon	0.11
7	Shenlong	slave coffin	0.03
7	Shenlong	Humagen heart and lungs prosthesis	0.06
7	Shenlong	natural periweed	0.28
7	Shenlong	genuine leather boots	0.21
7	Shenlong	Rowena's Weapons and Armor: Volume I	0.01
7	Shenlong	Rowena's Weapons and Armor: Volume II	0.03
7	Shenlong	Rowena's Weapons and Armor: Volume III	0.16
7	Shenlong	titanium barricade	0.04
7	Shenlong	quad titanium barricade	0.07
7	Shenlong	helium³ reactor assembly	59.06
7	Shenlong	pteracnium fuel rod	20.23
7	Shenlong	weapon enhancement ROM	0.03
7	Shenlong	Katana star cannon	0.08
7	Shenlong	TK10 Trident cannon	0.01
7	Shenlong	hull plate ionizer	0.03
7	Shenlong	fast-fire laser cannon	0.03
7	Shenlong	AK15 Partisan cannon	0.02
7	Shenlong	slam cannon	0.07
7	Shenlong	heavy water	0.21
7	Shenlong	visual display enhancement ROM	0.06
7	Shenlong	decon gel	0.12
7	Shenlong	radioactive waste	0.20
7	Shenlong	blast plate	0.60
7	Shenlong	Akan 30 cannon	0.12
7	Shenlong	Akan 30 cannon shell cartridge	800.80
7	Shenlong	hardened reactive armor	0.22
7	Shenlong	DM600 missile rack	0.03
7	Shenlong	light recoilless cannon	0.01
7	Shenlong	fusion trigger	0.16
7	Shenlong	Commonwealth Medal of Distinction	0.02
7	Shenlong	Commonwealth Medal of Honor	0.02
7	Shenlong	lancer cannon	0.09
7	Shenlong	mark I howitzer	0.05
7	Shenlong	Yoroi S100 shield generator	0.06
7	Shenlong	Yoroi S500 shield generator	0.05
7	Shenlong	Yoroi MX shield generator	0.05
7	Shenlong	Gusoku armor	0.53
7	Shenlong	sunflare cannon	0.01
7	Shenlong	blinder cannon	0.01
7	Shenlong	Shuriken neutron blaster	0.08
7	Shenlong	Nandao bolt cannon	0.04
7	Shenlong	Nandao bolt cartridge	86.05
7	Shenlong	Akan 600 turret	0.01
7	Shenlong	Hanzo blaster	0.04
7	Shenlong	mark III howitzer	0.23
7	Shenlong	TeV 9 blaster	0.03
7	Shenlong	light meteorsteel	0.02
7	Shenlong	ICX missile defense turret	0.06
7	Shenlong	worldship armor plate	0.01
7	Shenlong	gem of contrition	0.12
7	Shenlong	Rasiermesser launcher	0.01
7	Shenlong	Gotha-10 missile	9.49
7	Shenlong	Gotha-400 seeker	6.66
7	Shenlong	P120 Hexphase armor	0.05
7	Shenlong	P210 Hexphase armor	0.06
7	Shenlong	1M/i battle auton	0.07
7	Shenlong	omnidirectional particle cannon	0.06
7	Shenlong	AutoSentinel®	0.38
7	Shenlong	300D defender auton	0.12
7	Shenlong	1M battle auton	0.07
7	Shenlong	blue cash card	0.01
7	Shenlong	gold cash card	0.01
7	Shenlong	platinum cash card	0.02
7	Shenlong	defective auton	0.16
7	Shenlong	hypermycin	1.14
7	Shenlong	artificial plasma	0.85
7	Shenlong	rejuv tank fluid	1.13
7	Shenlong	gem of despair	0.07
7	Shenlong	optical knowledge array	0.29
7	Shenlong	plasma torch	0.04
7	Shenlong	R1 deflector	0.03
7	Shenlong	R5 deflector	0.02
7	Shenlong	PK25 Morning Star cannon	0.03
7	Shenlong	uranium ore	0.05
7	Shenlong	helium regolith	0.14
7	Shenlong	cobalt-thorium ore	0.04
7	Shenlong	xenotite ore	18.48
7	Shenlong	chronimium gas	9.24
7	Shenlong	vessel of boson condensate	0.14
7	Shenlong	quantum vacuum	0.06
7	Shenlong	hadron archeolith	0.12
7	Shenlong	Booster	0.52
7	Shenlong	gram of unlicensed cancer dust	0.43
7	Shenlong	Nova-25 reactor	0.02
7	Shenlong	Nova-100 reactor	0.03
7	Shenlong	SN2500 reactor	0.01
7	Shenlong	inertialess drive	0.04
7	Shenlong	ion disruptor	0.03
7	Shenlong	death cube	0.09
7	Shenlong	thermo cannon	0.06
7	Shenlong	thermo cannon shell cartridge	12.62
7	Shenlong	omnidirectional turbolaser cannon	0.03
7	Shenlong	omnidirectional TeV 9 blaster	0.01
7	Shenlong	heavy slam cannon	0.06
7	Shenlong	Makayev launcher	0.10
7	Shenlong	White Strelka missile	14.85
7	Shenlong	Green Strelka missile	11.67
7	Shenlong	Red Strelka missile	4.46
7	Shenlong	Black Strelka missile	0.73
7	Shenlong	Akan 30 ammunition box	0.02
7	Shenlong	White Strelka ammunition box	0.14
7	Shenlong	Cluster MAG ammunition box	0.30
7	Shenlong	thermo cannon ammunition box	0.09
7	Shenlong	Red Strelka ammunition box	0.05
7	Shenlong	contaminated ammunition box	0.05
7	Shenlong	booby-trapped ammunition box	0.09
7	Shenlong	Koshiba-500 reactor	0.01
7	Shenlong	Kytryn launcher	0.09
7	Shenlong	ion flame cannon	0.02
7	Shenlong	heavy ion blaster	0.03
7	Shenlong	tritium cannon	0.08
7	Shenlong	Fusionfire howitzer	0.05
7	Shenlong	NAMI mine launcher	0.04
7	Shenlong	CRM100 Fatboy mine	1.58
7	Shenlong	CRM500 Running Man mine	0.68
7	Shenlong	advanced plasteel armor	0.06
7	Shenlong	light orthosteel armor	0.47
7	Shenlong	orthosteel armor	0.79
7	Shenlong	heavy orthosteel armor	0.10
7	Shenlong	ceralloy armor	0.53
7	Shenlong	heavy ceralloy armor	0.24
7	Shenlong	advanced ceralloy armor	1.16
7	Shenlong	quadrocarbide armor	0.85
7	Shenlong	hexacarbide armor	3.10
7	Shenlong	octocarbide armor	0.92
7	Shenlong	light blast plate	0.26
7	Shenlong	heavy blast plate	0.42
7	Shenlong	light ithalium armor	0.09
7	Shenlong	ithalium armor	0.11
7	Shenlong	heavy ithalium armor	0.06
7	Shenlong	ceralloy ore	0.20
7	Shenlong	orthosteel ore	0.27
7	Shenlong	ithalium ore	0.72
7	Shenlong	Nephren P25 shield generator	0.05
7	Shenlong	Taikon-10 deflector	0.51
7	Shenlong	Taikon-200 deflector	0.13
7	Shenlong	Jotun deflector	0.10
7	Shenlong	green etherium field crystal	0.12
7	Shenlong	blue etherium field crystal	0.05
7	Shenlong	yellow etherium field crystal	0.01
7	Shenlong	decayed etherium field crystal	0.10
7	Shenlong	molbidium field crystal	0.16
7	Shenlong	diamond field crystal	0.02
7	Shenlong	ShieldPower v3.1.8 algorithm cube	0.07
7	Shenlong	ShieldPower v1.0 algorithm cube	0.02
7	Shenlong	ShieldEfficiency v1.2.5 algorithm cube	0.20
7	Shenlong	particle resistance coating	0.12
7	Shenlong	anti-radiation coating	0.01
7	Shenlong	monopole dust	0.05
7	Shenlong	ion resistance coating	0.34
7	Shenlong	meteorsteel dust	0.21
7	Shenlong	dyon dust	0.16
7	Shenlong	ithalium paste	0.28
7	Shenlong	orthosteel nanos	0.14
7	Shenlong	jinn-khan	1.05
7	Shenlong	Icelandic salmon	0.17
7	Shenlong	cyanavir	0.01
7	Shenlong	human cadaver	0.03
7	Shenlong	CDM archive	0.08
7	Shenlong	Neuros personal media player	0.13
7	Shenlong	Ringer spice	0.29
7	Shenlong	cryofrozen prime beef	1.09
7	Shenlong	digital wrist computer	0.02
7	Shenlong	portable autodoc	0.08
7	Shenlong	Bariani olive oil	0.36
7	Shenlong	tetramite ore	0.48
7	Shenlong	New Coke	0.28
7	Shenlong	crystalline uranium	0.06
7	Shenlong	precision ithalium watch	0.05
7	Shenlong	jasmine pearl tea	0.16
7	Shenlong	malachite crystal	0.04
7	Shenlong	Ringer ambrosia	0.07
7	Shenlong	hyperonic ore	0.27
7	Shenlong	Imperial caviar	0.09
7	Shenlong	cerusite crystal	0.10
7	Shenlong	neuranase	0.29
7	Shenlong	Kytryn blaster	0.06
7	Shenlong	TM7 multitarget cannon	0.46
7	Shenlong	TM7 warhead	23.66
7	Shenlong	IM90 multitarget blaster	0.15
7	Shenlong	mark V howitzer	0.13
7	Shenlong	150NX reactor	0.03
7	Shenlong	xenotite fuel rod	1.51
7	Shenlong	hadron-vacuum fuel cell	1.39
7	Shenlong	Mammoth 25MW deflector	0.16
7	Shenlong	Mammoth 50MW deflector	0.11
7	Shenlong	Mammoth 100MW deflector	0.02
7	Shenlong	Ares Campaign Ribbon	0.01
7	Shenlong	Ares lightning cannon	0.01
7	Shenlong	light Tharsis plate	0.19
7	Shenlong	heavy Tharsis plate	0.33
7	Shenlong	Ares micronuke cannon	0.03
7	Shenlong	Ares micronuke	11.01
7	Shenlong	Ares archcannon	0.02
7	Shenlong	Ares launcher	0.02
7	Shenlong	Ares Warhammer nuke	0.03
7	Shenlong	Iocrym veil	0.07
5	Shihab	Heliotrope fuel cylinder	1.13
5	Shihab	Luminous 5care algorithm	0.02
5	Shihab	Duralloy armor	0.04
5	Shihab	plasteel armor	0.33
5	Shihab	heavy plasteel armor	0.18
5	Shihab	particle beam weapon	0.06
